Title,ArXiv Link,Paper Date,Date Added
Capturing Temporal Components for Time Series Classification,https://arxiv.org/abs/2406.14456,2024-06-20,2024-06-21
APEER - Automatic Prompt Engineering Enhances Large Language Model Reranking,https://arxiv.org/abs/2406.14449,2024-06-20,2024-06-21
Maintenance Required - Updating and Extending Bootstrapped Human Activity Recognition Systems for Smart Homes,https://arxiv.org/abs/2406.14446,2024-06-20,2024-06-21
Vahana.jl -- A framework (not only) for large-scale agent-based models,https://arxiv.org/abs/2406.14441,2024-06-20,2024-06-21
Towards Truthful Multilingual Large Language Models - Benchmarking and Alignment Strategies,https://arxiv.org/abs/2406.14434,2024-06-20,2024-06-21
CollaFuse - Collaborative Diffusion Models,https://arxiv.org/abs/2406.14429,2024-06-20,2024-06-21
Control when confidence is costly,https://arxiv.org/abs/2406.14427,2024-06-20,2024-06-21
Transferable Boltzmann Generators,https://arxiv.org/abs/2406.14426,2024-06-20,2024-06-21
SynDARin - Synthesising Datasets for Automated Reasoning in Low-Resource Languages,https://arxiv.org/abs/2406.14425,2024-06-20,2024-06-21
CascadeServe - Unlocking Model Cascades for Inference Serving,https://arxiv.org/abs/2406.14424,2024-06-20,2024-06-21
Communication-efficient Vertical Federated Learning via Compressed Error Feedback,https://arxiv.org/abs/2406.14420,2024-06-20,2024-06-21
Fair Streaming Feature Selection,https://arxiv.org/abs/2406.14401,2024-06-20,2024-06-21
WEATHER-5K - A Large-scale Global Station Weather Dataset Towards Comprehensive Time-series Forecasting Benchmark,https://arxiv.org/abs/2406.14399,2024-06-20,2024-06-21
SEC-QA - A Systematic Evaluation Corpus for Financial QA,https://arxiv.org/abs/2406.14394,2024-06-20,2024-06-21
Jailbreaking as a Reward Misspecification Problem,https://arxiv.org/abs/2406.14393,2024-06-20,2024-06-21
Active Diffusion Subsampling,https://arxiv.org/abs/2406.14388,2024-06-20,2024-06-21
Estimating Treatment Effects under Recommender Interference - A Structured Neural Networks Approach,https://arxiv.org/abs/2406.14380,2024-06-20,2024-06-21
Computation-Efficient Semi-Supervised Learning for ECG-based Cardiovascular Diseases Detection,https://arxiv.org/abs/2406.14377,2024-06-20,2024-06-21
Artificial Leviathan - Exploring Social Evolution of LLM Agents Through the Lens of Hobbesian Social Contract Theory,https://arxiv.org/abs/2406.14373,2024-06-20,2024-06-21
PoseBench - Benchmarking the Robustness of Pose Estimation Models under Corruptions,https://arxiv.org/abs/2406.14367,2024-06-20,2024-06-21
Communication-Efficient Byzantine-Resilient Federated Zero-Order Optimization,https://arxiv.org/abs/2406.14362,2024-06-20,2024-06-21
Robustness Analysis of AI Models in Critical Energy Systems,https://arxiv.org/abs/2406.14361,2024-06-20,2024-06-21
The neural correlates of logical-mathematical symbol systems processing resemble that of spatial cognition more than natural language processing,https://arxiv.org/abs/2406.14358,2024-06-20,2024-06-21
Can you trust your explanations? A robustness test for feature attribution methods,https://arxiv.org/abs/2406.14349,2024-06-20,2024-06-21
$\nabla^2$DFT - A Universal Quantum Chemistry Dataset of Drug-Like Molecules and a Benchmark for Neural Network Potentials,https://arxiv.org/abs/2406.14347,2024-06-20,2024-06-21
iWISDM - Assessing instruction following in multimodal models at scale,https://arxiv.org/abs/2406.14343,2024-06-20,2024-06-21
HoTPP Benchmark - Are We Good at the Long Horizon Events Forecasting?,https://arxiv.org/abs/2406.14341,2024-06-20,2024-06-21
Learning rate adaptive stochastic gradient descent optimization methods - numerical simulations for deep learning methods for partial differential equations and convergence analyses,https://arxiv.org/abs/2406.14340,2024-06-20,2024-06-21
Exploring Spatial Representations in the Historical Lake District Texts with LLM-based Relation Extraction,https://arxiv.org/abs/2406.14336,2024-06-20,2024-06-21
Self-supervised Interpretable Concept-based Models for Text Classification,https://arxiv.org/abs/2406.14335,2024-06-20,2024-06-21
Adaptive Adversarial Cross-Entropy Loss for Sharpness-Aware Minimization,https://arxiv.org/abs/2406.14329,2024-06-20,2024-06-21
Computing Within Limits - An Empirical Study of Energy Consumption in ML Training and Inference,https://arxiv.org/abs/2406.14328,2024-06-20,2024-06-21
"Reproducibility in Machine Learning-based Research - Overview, Barriers and Drivers",https://arxiv.org/abs/2406.14325,2024-06-20,2024-06-21
Revealing the learning process in reinforcement learning agents through attention-oriented metrics,https://arxiv.org/abs/2406.14324,2024-06-20,2024-06-21
Mind the Privacy Unit! User-Level Differential Privacy for Language Model Fine-Tuning,https://arxiv.org/abs/2406.14322,2024-06-20,2024-06-21
LiveMind - Low-latency Large Language Models with Simultaneous Inference,https://arxiv.org/abs/2406.14319,2024-06-20,2024-06-21
The Fire Thief Is Also the Keeper - Balancing Usability and Privacy in Prompts,https://arxiv.org/abs/2406.14318,2024-06-20,2024-06-21
Identifying User Goals from UI Trajectories,https://arxiv.org/abs/2406.14314,2024-06-20,2024-06-21
Robust Few-shot Transfer Learning for Knowledge Base Question Answering with Unanswerable Questions,https://arxiv.org/abs/2406.14313,2024-06-20,2024-06-21
Cross-level Requirement Traceability - A Novel Approach Integrating Bag-of-Words and Word Embedding for Enhanced Similarity Functionality,https://arxiv.org/abs/2406.14310,2024-06-20,2024-06-21
QuST-LLM - Integrating Large Language Models for Comprehensive Spatial Transcriptomics Analysis,https://arxiv.org/abs/2406.14307,2024-06-20,2024-06-21
Identifiable Exchangeable Mechanisms for Causal Structure and Representation Learning,https://arxiv.org/abs/2406.14302,2024-06-20,2024-06-21
Resource Optimization for Tail-Based Control in Wireless Networked Control Systems,https://arxiv.org/abs/2406.14301,2024-06-20,2024-06-21
AI in Space for Scientific Missions - Strategies for Minimizing Neural-Network Model Upload,https://arxiv.org/abs/2406.14297,2024-06-20,2024-06-21
DASB -- Discrete Audio and Speech Benchmark,https://arxiv.org/abs/2406.14294,2024-06-20,2024-06-21
Proximal Interacting Particle Langevin Algorithms,https://arxiv.org/abs/2406.14292,2024-06-20,2024-06-21
Revisiting Modularity Maximization for Graph Clustering - A Contrastive Learning Perspective,https://arxiv.org/abs/2406.14288,2024-06-20,2024-06-21
VAIYAKARANA  - A Benchmark for Automatic Grammar Correction in Bangla,https://arxiv.org/abs/2406.14284,2024-06-20,2024-06-21
Q* - Improving Multi-step Reasoning for LLMs with Deliberative Planning,https://arxiv.org/abs/2406.14283,2024-06-20,2024-06-21
Learning to Plan for Retrieval-Augmented Large Language Models from Knowledge Graphs,https://arxiv.org/abs/2406.14282,2024-06-20,2024-06-21
"FairX - A comprehensive benchmarking tool for model analysis using fairness, utility, and explainability",https://arxiv.org/abs/2406.14281,2024-06-20,2024-06-21
Augmenting Query and Passage for Retrieval-Augmented Generation using LLMs for Open-Domain Question Answering,https://arxiv.org/abs/2406.14277,2024-06-20,2024-06-21
Step-Back Profiling - Distilling User History for Personalized Scientific Writing,https://arxiv.org/abs/2406.14275,2024-06-20,2024-06-21
Learning to Discover Knowledge - A Weakly-Supervised Partial Domain Adaptation Approach,https://arxiv.org/abs/2406.14274,2024-06-20,2024-06-21
The Impact of AI on Perceived Job Decency and Meaningfulness - A Case Study,https://arxiv.org/abs/2406.14273,2024-06-20,2024-06-21
Concentration of a sparse Bayesian model with Horseshoe prior in estimating high-dimensional precision matrix,https://arxiv.org/abs/2406.14269,2024-06-20,2024-06-21
Intelligent Interface - Enhancing Lecture Engagement with Didactic Activity Summaries,https://arxiv.org/abs/2406.14266,2024-06-20,2024-06-21
VeriFlow - Modeling Distributions for Neural Network Verification,https://arxiv.org/abs/2406.14265,2024-06-20,2024-06-21
MEAT - Median-Ensemble Adversarial Training for Improving Robustness and Generalization,https://arxiv.org/abs/2406.14259,2024-06-20,2024-06-21
Non-Negative Universal Differential Equations With Applications in Systems Biology,https://arxiv.org/abs/2406.14246,2024-06-20,2024-06-21
CityNav - Language-Goal Aerial Navigation Dataset with Geographic Information,https://arxiv.org/abs/2406.14240,2024-06-20,2024-06-21
Enhancing robustness of data-driven SHM models - adversarial training with circle loss,https://arxiv.org/abs/2406.14232,2024-06-20,2024-06-21
aeon - a Python toolkit for learning from time series,https://arxiv.org/abs/2406.14231,2024-06-20,2024-06-21
Raising the Bar - Investigating the Values of Large Language Models via Generative Evolving Testing,https://arxiv.org/abs/2406.14230,2024-06-20,2024-06-21
EvoAgent - Towards Automatic Multi-Agent Generation via Evolutionary Algorithms,https://arxiv.org/abs/2406.14228,2024-06-20,2024-06-21
"Evaluation of Deep Learning Semantic Segmentation for Land Cover Mapping on Multispectral, Hyperspectral and High Spatial Aerial Imagery",https://arxiv.org/abs/2406.14220,2024-06-20,2024-06-21
Proving Olympiad Algebraic Inequalities without Human Demonstrations,https://arxiv.org/abs/2406.14219,2024-06-20,2024-06-21
Defending Against Sophisticated Poisoning Attacks with RL-based Aggregation in Federated Learning,https://arxiv.org/abs/2406.14217,2024-06-20,2024-06-21
REVEAL-IT - REinforcement learning with Visibility of Evolving Agent poLicy for InTerpretability,https://arxiv.org/abs/2406.14214,2024-06-20,2024-06-21
Complexity of Symbolic Representation in Working Memory of Transformer Correlates with the Complexity of a Task,https://arxiv.org/abs/2406.14213,2024-06-20,2024-06-21
Self-Supervised Pretext Tasks for Alzheimer's Disease Classification using 3D Convolutional Neural Networks on Large-Scale Synthetic Neuroimaging Dataset,https://arxiv.org/abs/2406.14210,2024-06-20,2024-06-21
SeCoKD - Aligning Large Language Models for In-Context Learning with Fewer Shots,https://arxiv.org/abs/2406.14208,2024-06-20,2024-06-21
LayerMatch - Do Pseudo-labels Benefit All Layers?,https://arxiv.org/abs/2406.14207,2024-06-20,2024-06-21
On the Representational Capacity of Neural Language Models with Chain-of-Thought Reasoning,https://arxiv.org/abs/2406.14197,2024-06-20,2024-06-21
Timo - Towards Better Temporal Reasoning for Language Models,https://arxiv.org/abs/2406.14192,2024-06-20,2024-06-21
Temporal Knowledge Graph Question Answering - A Survey,https://arxiv.org/abs/2406.14191,2024-06-20,2024-06-21
In Tree Structure Should Sentence Be Generated,https://arxiv.org/abs/2406.14189,2024-06-20,2024-06-21
Latent. Functional Map,https://arxiv.org/abs/2406.14183,2024-06-20,2024-06-21
SimulSeamless - FBK at IWSLT 2024 Simultaneous Speech Translation,https://arxiv.org/abs/2406.14177,2024-06-20,2024-06-21
A Multi-Stream Fusion Approach with One-Class Learning for Audio-Visual Deepfake Detection,https://arxiv.org/abs/2406.14176,2024-06-20,2024-06-21
Ranking LLMs by compression,https://arxiv.org/abs/2406.14171,2024-06-20,2024-06-21
Optimizing Novelty of Top-k Recommendations using Large Language Models and Reinforcement Learning,https://arxiv.org/abs/2406.14169,2024-06-20,2024-06-21
Definition generation for lexical semantic change detection,https://arxiv.org/abs/2406.14167,2024-06-20,2024-06-21
DIRAS - Efficient LLM-Assisted Annotation of Document Relevance in Retrieval Augmented Generation,https://arxiv.org/abs/2406.14162,2024-06-20,2024-06-21
Enhancing multivariate post-processed visibility predictions utilizing CAMS forecasts,https://arxiv.org/abs/2406.14159,2024-06-20,2024-06-21
Tractable Equilibrium Computation in Markov Games through Risk Aversion,https://arxiv.org/abs/2406.14156,2024-06-20,2024-06-21
Aligning Large Language Models with Diverse Political Viewpoints,https://arxiv.org/abs/2406.14155,2024-06-20,2024-06-21
Watching the Watchers - A Comparative Fairness Audit of Cloud-based Content Moderation Services,https://arxiv.org/abs/2406.14154,2024-06-20,2024-06-21
Multi-modal Transfer Learning between Biological Foundation Models,https://arxiv.org/abs/2406.14150,2024-06-20,2024-06-21
CheMFi - A Multifidelity Dataset of Quantum Chemical Properties of Diverse Molecules,https://arxiv.org/abs/2406.14149,2024-06-20,2024-06-21
Finding Safety Neurons in Large Language Models,https://arxiv.org/abs/2406.14144,2024-06-20,2024-06-21
Geometric Self-Supervised Pretraining on 3D Protein Structures using Subgraphs,https://arxiv.org/abs/2406.14142,2024-06-20,2024-06-21
Online Learning of Weakly Coupled MDP Policies for Load Balancing and Auto Scaling,https://arxiv.org/abs/2406.14141,2024-06-20,2024-06-21
MACAROON - Training Vision-Language Models To Be Your Engaged Partners,https://arxiv.org/abs/2406.14137,2024-06-20,2024-06-21
Autonomous Robotic Drilling System for Mice Cranial Window Creation,https://arxiv.org/abs/2406.14135,2024-06-20,2024-06-21
Enhancing Monotonic Modeling with Spatio-Temporal Adaptive Awareness in Diverse Marketing,https://arxiv.org/abs/2406.14132,2024-06-20,2024-06-21
Towards Event-oriented Long Video Understanding,https://arxiv.org/abs/2406.14129,2024-06-20,2024-06-21
Measuring Sample Importance in Data Pruning for Training LLMs from a Data Compression Perspective,https://arxiv.org/abs/2406.14124,2024-06-20,2024-06-21
EduQate - Generating Adaptive Curricula through RMABs in Education Settings,https://arxiv.org/abs/2406.14122,2024-06-20,2024-06-21
An Investigation of Prompt Variations for Zero-shot LLM-based Rankers,https://arxiv.org/abs/2406.14117,2024-06-20,2024-06-21
Take the essence and discard the dross - A Rethinking on Data Selection for Fine-Tuning Large Language Models,https://arxiv.org/abs/2406.14115,2024-06-20,2024-06-21
Expander Hierarchies for Normalized Cuts on Graphs,https://arxiv.org/abs/2406.14111,2024-06-20,2024-06-21
EasyECR - A Library for Easy Implementation and Evaluation of Event Coreference Resolution Models,https://arxiv.org/abs/2406.14106,2024-06-20,2024-06-21
Two-Stage Depth Enhanced Learning with Obstacle Map For Object Navigation,https://arxiv.org/abs/2406.14103,2024-06-20,2024-06-21
Let Guidelines Guide You - A Prescriptive Guideline-Centered Data Annotation Methodology,https://arxiv.org/abs/2406.14099,2024-06-20,2024-06-21
Enhancing the LLM-Based Robot Manipulation Through Human-Robot Collaboration,https://arxiv.org/abs/2406.14097,2024-06-20,2024-06-21
Graph Neural Networks for Job Shop Scheduling Problems - A Survey,https://arxiv.org/abs/2406.14096,2024-06-20,2024-06-21
Memory-Efficient Gradient Unrolling for Large-Scale Bi-level Optimization,https://arxiv.org/abs/2406.14095,2024-06-20,2024-06-21
Seamless Language Expansion - Enhancing Multilingual Mastery in Self-Supervised Models,https://arxiv.org/abs/2406.14092,2024-06-20,2024-06-21
Protecting Privacy Through Approximating Optimal Parameters for Sequence Unlearning in Language Models,https://arxiv.org/abs/2406.14091,2024-06-20,2024-06-21
Personalized Music Recommendation with a Heterogeneity-aware Deep Bayesian Network,https://arxiv.org/abs/2406.14090,2024-06-20,2024-06-21
ReaLHF - Optimized RLHF Training for Large Language Models through Parameter Reallocation,https://arxiv.org/abs/2406.14088,2024-06-20,2024-06-21
